item,report_date,pettah_wholesale_today,narahenpita_retail_today,import
Nadu,3/4/2025,225,230,no
Kekulu (White),3/4/2025,215,210,
Kekulu (Red),3/4/2025,215,220,
Ponni Samba (Imp),3/4/2025,228,230,
Nadu,3/4/2025,215,220,no
Kekulu (White) (Imp),3/4/2025,208,,
Kelawalla,3/4/2025,1100,1960,
Thalapath,3/4/2025,1400,1960,
Balaya,3/4/2025,800,1140,
Paraw,3/4/2025,1300,1800,
Salaya,3/4/2025,500,660,
Hurulla,3/4/2025,1300,1480,
Linna,3/4/2025,880,1040,
Beans,3/3/2025,180,320,
Carrot,3/3/2025,700,1200,
Cabbage,3/3/2025,350,480,
Tomato,3/3/2025,180,280,
Brinjal,3/3/2025,120,400,
Pumpkin,3/3/2025,130,240,
Snake gourd,3/3/2025,150,320,
Green Chilli,3/3/2025,1000,1600,
Lime,3/3/2025,100,400,
Red Onion (Local),3/3/2025,200,,
Red Onion (lmp),3/3/2025,245,560,
Big Onion (Local),3/3/2025,,,
Big Onion (Imp),3/3/2025,113,200,
Potato (Local),3/3/2025,343,420,
Potato (Imp),3/3/2025,149,200,
Dried Chilli (Imp),3/3/2025,600,850,
Coconut,3/3/2025,180,230,
Coconut oil,3/3/2025,767,833,
Red Dhal,3/3/2025,260,300,
Sugar,3/3/2025,218,240,
Egg,3/3/2025,29,30,
Katta (Imp),3/3/2025,1550,2500,
Sprat (Imp),3/3/2025,850,1200,
Banana (Sour),3/3/2025,120,220,
Papaw,3/3/2025,280,390,
Pineapple,3/3/2025,,490,
Apple (Imp),3/3/2025,,230,
Orange (Imp),3/3/2025,,260,
Samba,3/3/2025,235,240,
Nadu,3/3/2025,225,230,no
Kekulu (White),3/3/2025,215,210,
Kekulu (Red),3/3/2025,215,220,
Ponni Samba (Imp),3/3/2025,228,230,
Nadu,3/3/2025,215,220,no
Kekulu (White) (Imp),3/3/2025,208,,
Kelawalla,3/3/2025,1100,1960,
Thalapath,3/3/2025,1500,1960,
Balaya,3/3/2025,850,1140,
Paraw,3/3/2025,1200,1880,
Salaya,3/3/2025,550,560,
Hurulla,3/3/2025,,,
Linna,3/3/2025,780,940,
Beans,2/28/2025,150,360,
Carrot,2/28/2025,800,900,
Cabbage,2/28/2025,350,480,
Tomato,2/28/2025,140,240,
Brinjal,2/28/2025,150,360,
Pumpkin,2/28/2025,150,240,
Snake gourd,2/28/2025,100,280,
Green Chilli,2/28/2025,1200,1800,
Lime,2/28/2025,100,400,
Red Onion (Local),2/28/2025,200,,
Red Onion (lmp),2/28/2025,245,580,
Big Onion (Local),2/28/2025,,,
Big Onion (Imp),2/28/2025,113,200,
Potato (Local),2/28/2025,343,420,
Potato (Imp),2/28/2025,151,200,
Dried Chilli (Imp),2/28/2025,700,820,
Coconut,2/28/2025,185,230,
Coconut oil,2/28/2025,773,833,
Red Dhal,2/28/2025,260,300,
Sugar,2/28/2025,223,240,
Egg,2/28/2025,26,30,
Katta (Imp),2/28/2025,1550,2300,
Sprat (Imp),2/28/2025,850,1200,
Banana (Sour),2/28/2025,120,220,
Papaw,2/28/2025,280,380,
Pineapple,2/28/2025,,420,
Apple (Imp),2/28/2025,,230,
Orange (Imp),2/28/2025,,260,
Samba,2/28/2025,243,240,
Nadu,2/28/2025,233,230,no
Kekulu (White),2/28/2025,218,210,
Kekulu (Red),2/28/2025,218,220,
Ponni Samba (Imp),2/28/2025,228,230,
Nadu,2/28/2025,215,220,no
Kekulu (White) (Imp),2/28/2025,208,,
Kelawalla,2/28/2025,1100,1860,
Thalapath,2/28/2025,,1960,
Balaya,2/28/2025,700,980,
Paraw,2/28/2025,1100,,
Salaya,2/28/2025,450,540,
Hurulla,2/28/2025,1100,,
Linna,2/28/2025,700,840,
Item,2/27/2025,,,
Beans,2/27/2025,180,320,
Carrot,2/27/2025,600,900,
Cabbage,2/27/2025,280,440,
Tomato,2/27/2025,120,200,
Brinjal,2/27/2025,150,400,
Pumpkin,2/27/2025,150,180,
Snake gourd,2/27/2025,100,400,
Green Chilli,2/27/2025,1000,1800,
Lime,2/27/2025,100,300,
Red Onion (Local),2/27/2025,210,,
Red Onion (lmp),2/27/2025,260,580,
Big Onion (Local),2/27/2025,,,
Big Onion (Imp),2/27/2025,110,200,
Potato (Local),2/27/2025,333,420,
Potato (Imp),2/27/2025,152,200,
Dried Chilli (Imp),2/27/2025,700,820,
Coconut,2/27/2025,180,230,
Coconut oil,2/27/2025,773,833,
Red Dhal,2/27/2025,260,300,
Sugar,2/27/2025,223,240,
Egg,2/27/2025,26,30,
Katta (Imp),2/27/2025,1550,2300,
Sprat (Imp),2/27/2025,850,1200,
Banana (Sour),2/27/2025,120,220,
Papaw,2/27/2025,280,360,
Pineapple,2/27/2025,,420,
Apple (Imp),2/27/2025,,230,
Orange (Imp),2/27/2025,,250,
Samba,2/27/2025,243,240,
Nadu,2/27/2025,233,230,no
Kekulu (White),2/27/2025,218,210,
Kekulu (Red),2/27/2025,218,220,
Ponni Samba (Imp),2/27/2025,228,230,
Nadu,2/27/2025,215,220,no
Kekulu (White) (Imp),2/27/2025,208,,
Kelawalla,2/27/2025,950,1820,
Thalapath,2/27/2025,1200,1960,
Balaya,2/27/2025,450,,
Paraw,2/27/2025,1000,980,
Salaya,2/27/2025,450,540,
Hurulla,2/27/2025,1000,,
Linna,2/27/2025,600,780,
Beans,2/25/2025,200,360,
Carrot,2/25/2025,900,1200,
Cabbage,2/25/2025,320,480,
Tomato,2/25/2025,120,240,
Brinjal,2/25/2025,150,480,
Pumpkin,2/25/2025,170,200,
Snake gourd,2/25/2025,100,360,
Green Chilli,2/25/2025,1100,1800,
Lime,2/25/2025,100,400,
Red Onion (Local),2/25/2025,210,,
Red Onion (lmp),2/25/2025,280,580,
Big Onion (Local),2/25/2025,,,
Big Onion (Imp),2/25/2025,113,220,
Potato (Local),2/25/2025,320,380,
Potato (Imp),2/25/2025,153,200,
Dried Chilli (Imp),2/25/2025,700,800,
Coconut,2/25/2025,190,240,
Coconut oil,2/25/2025,773,824,
Red Dhal,2/25/2025,260,300,
Sugar,2/25/2025,224,240,
Egg,2/25/2025,26,30,
Katta (Imp),2/25/2025,1700,2300,
Sprat (Imp),2/25/2025,850,1200,
Banana (Sour),2/25/2025,100,220,
Papaw,2/25/2025,280,360,
Pineapple,2/25/2025,,390,
Apple (Imp),2/25/2025,,230,
Orange (Imp),2/25/2025,,240,
Samba,2/25/2025,240,240,
Nadu,2/25/2025,233,230,no
Kekulu (White),2/25/2025,218,210,
Kekulu (Red),2/25/2025,218,220,
Ponni Samba (Imp),2/25/2025,228,230,
Nadu,2/25/2025,215,220,no
Kekulu (White) (Imp),2/25/2025,208,,
Kelawalla,2/25/2025,900,1820,
Thalapath,2/25/2025,1400,1960,
Balaya,2/25/2025,550,840,
Paraw,2/25/2025,900,,
Salaya,2/25/2025,300,420,
Hurulla,2/25/2025,1000,,
Linna,2/25/2025,550,860,
Beans,2/24/2025,200,360,
Carrot,2/24/2025,1000,1100,
Cabbage,2/24/2025,300,480,
Tomato,2/24/2025,120,240,
Brinjal,2/24/2025,200,480,
Pumpkin,2/24/2025,170,240,
Snake gourd,2/24/2025,100,400,
Green Chilli,2/24/2025,1100,1800,
Lime,2/24/2025,100,400,
Red Onion (Local),2/24/2025,200,,
Red Onion (lmp),2/24/2025,288,580,
Big Onion (Local),2/24/2025,,,
Big Onion (Imp),2/24/2025,115,220,
Potato (Local),2/24/2025,320,380,
Potato (Imp),2/24/2025,149,200,
Dried Chilli (Imp),2/24/2025,700,800,
Coconut,2/24/2025,190,240,
Coconut oil,2/24/2025,773,824,
Red Dhal,2/24/2025,262,300,
Sugar,2/24/2025,225,240,
Egg,2/24/2025,26,30,
Katta (Imp),2/24/2025,1700,2300,
Sprat (Imp),2/24/2025,850,1200,
Banana (Sour),2/24/2025,100,220,
Papaw,2/24/2025,260,360,
Pineapple,2/24/2025,,390,
Apple (Imp),2/24/2025,,230,
Orange (Imp),2/24/2025,,240,
Samba,2/24/2025,243,240,
Nadu,2/24/2025,233,230,no
Kekulu (White),2/24/2025,218,210,
Kekulu (Red),2/24/2025,218,220,
Ponni Samba (Imp),2/24/2025,228,230,
Nadu,2/24/2025,215,220,no
Kekulu (White) (Imp),2/24/2025,208,,
Kelawalla,2/24/2025,900,1820,
Thalapath,2/24/2025,1400,2060,
Balaya,2/24/2025,500,840,
Paraw,2/24/2025,700,,
Salaya,2/24/2025,250,420,
Hurulla,2/24/2025,,,
Linna,2/24/2025,700,860,
Beans,2/21/2025,250,400,
Carrot,2/21/2025,600,800,
Cabbage,2/21/2025,320,480,
Tomato,2/21/2025,150,240,
Brinjal,2/21/2025,550,560,
Pumpkin,2/21/2025,170,240,
Snake gourd,2/21/2025,200,360,
Green Chilli,2/21/2025,1100,1600,
Lime,2/21/2025,100,400,
Red Onion (Local),2/21/2025,200,,
Red Onion (lmp),2/21/2025,304,580,
Big Onion (Local),2/21/2025,,,
Big Onion (Imp),2/21/2025,112,220,
Potato (Local),2/21/2025,330,480,
Potato (Imp),2/21/2025,146,200,
Dried Chilli (Imp),2/21/2025,700,800,
Coconut,2/21/2025,195,240,
Coconut oil,2/21/2025,773,824,
Red Dhal,2/21/2025,262,300,
Sugar,2/21/2025,225,240,
Egg,2/21/2025,26,30,
Katta (Imp),2/21/2025,1700,2300,
Sprat (Imp),2/21/2025,850,1200,
Banana (Sour),2/21/2025,120,220,
Papaw,2/21/2025,280,360,
Pineapple,2/21/2025,,420,
Apple (Imp),2/21/2025,,230,
Orange (Imp),2/21/2025,,250,
Samba,2/21/2025,240,240,
Nadu,2/21/2025,240,230,no
Kekulu (White),2/21/2025,218,210,
Kekulu (Red),2/21/2025,218,220,
Ponni Samba (Imp),2/21/2025,228,230,
Nadu,2/21/2025,215,220,no
Kekulu (White) (Imp),2/21/2025,208,,
Kelawalla,2/21/2025,900,1820,
Thalapath,2/21/2025,1500,2060,
Balaya,2/21/2025,500,780,
Paraw,2/21/2025,1000,1040,
Salaya,2/21/2025,230,420,
Hurulla,2/21/2025,900,1180,
Linna,2/21/2025,750,920,
Beans,2/20/2025,250,400,
Carrot,2/20/2025,600,900,
Cabbage,2/20/2025,320,400,
Tomato,2/20/2025,120,280,
Brinjal,2/20/2025,550,760,
Pumpkin,2/20/2025,170,240,
Snake gourd,2/20/2025,170,400,
Green Chilli,2/20/2025,1200,1800,
Lime,2/20/2025,100,400,
Red Onion (Local),2/20/2025,210,,
Red Onion (lmp),2/20/2025,325,580,
Big Onion (Local),2/20/2025,,,
Big Onion (Imp),2/20/2025,111,220,
Potato (Local),2/20/2025,357,380,
Potato (Imp),2/20/2025,150,200,
Dried Chilli (Imp),2/20/2025,700,800,
Coconut,2/20/2025,195,200,
Coconut oil,2/20/2025,773,824,
Red Dhal,2/20/2025,263,300,
Sugar,2/20/2025,225,240,
Egg,2/20/2025,26,30,
Katta (Imp),2/20/2025,1700,2500,
Sprat (Imp),2/20/2025,850,1200,
Banana (Sour),2/20/2025,100,220,
Papaw,2/20/2025,280,370,
Pineapple,2/20/2025,,420,
Apple (Imp),2/20/2025,,230,
Orange (Imp),2/20/2025,,250,
Samba,2/20/2025,250,240,
Nadu,2/20/2025,240,230,no
Kekulu (White),2/20/2025,218,220,
Kekulu (Red),2/20/2025,218,220,
Ponni Samba (Imp),2/20/2025,228,230,
Nadu,2/20/2025,215,220,no
Kekulu (White) (Imp),2/20/2025,208,,
Kelawalla,2/20/2025,900,1820,
Thalapath,2/20/2025,1600,2060,
Balaya,2/20/2025,600,880,
Paraw,2/20/2025,1000,1800,
Salaya,2/20/2025,230,420,
Hurulla,2/20/2025,900,1160,
Linna,2/20/2025,650,880,
Beans,2/19/2025,200,400,
Carrot,2/19/2025,600,1000,
Cabbage,2/19/2025,300,400,
Tomato,2/19/2025,120,320,
Brinjal,2/19/2025,500,700,
Pumpkin,2/19/2025,170,240,
Snake gourd,2/19/2025,150,400,
Green Chilli,2/19/2025,1200,2000,
Lime,2/19/2025,100,400,
Red Onion (Local),2/19/2025,255,,
Red Onion (lmp),2/19/2025,320,580,
Big Onion (Local),2/19/2025,,,
Big Onion (Imp),2/19/2025,132,220,
Potato (Local),2/19/2025,363,380,
Potato (Imp),2/19/2025,154,200,
Dried Chilli (Imp),2/19/2025,700,800,
Coconut,2/19/2025,195,200,
Coconut oil,2/19/2025,767,824,
Red Dhal,2/19/2025,263,300,
Sugar,2/19/2025,225,240,
Egg,2/19/2025,28,30,
Katta (Imp),2/19/2025,1700,2500,
Sprat (Imp),2/19/2025,850,1200,
Banana (Sour),2/19/2025,100,220,
Papaw,2/19/2025,280,390,
Pineapple,2/19/2025,,490,
Apple (Imp),2/19/2025,,230,
Orange (Imp),2/19/2025,,250,
Samba,2/19/2025,250,240,
Nadu,2/19/2025,240,230,no
Kekulu (White),2/19/2025,218,220,
Kekulu (Red),2/19/2025,218,220,
Ponni Samba (Imp),2/19/2025,228,230,
Nadu,2/19/2025,215,220,no
Kekulu (White) (Imp),2/19/2025,208,,
Kelawalla,2/19/2025,950,1820,
Thalapath,2/19/2025,1500,2060,
Balaya,2/19/2025,600,,
Paraw,2/19/2025,1000,1800,
Salaya,2/19/2025,250,420,
Hurulla,2/19/2025,900,,
Linna,2/19/2025,700,880,
Beans,2/18/2025,300,540,
Carrot,2/18/2025,800,1100,
Cabbage,2/18/2025,300,480,
Tomato,2/18/2025,120,360,
Brinjal,2/18/2025,500,700,
Pumpkin,2/18/2025,160,200,
Snake gourd,2/18/2025,150,400,
Green Chilli,2/18/2025,1200,1800,
Lime,2/18/2025,100,400,
Red Onion (Local),2/18/2025,220,,
Red Onion (lmp),2/18/2025,330,580,
Big Onion (Local),2/18/2025,,,
Big Onion (Imp),2/18/2025,136,220,
Potato (Local),2/18/2025,367,380,
Potato (Imp),2/18/2025,168,200,
Dried Chilli (Imp),2/18/2025,700,800,
Coconut,2/18/2025,195,200,
Coconut oil,2/18/2025,757,824,
Red Dhal,2/18/2025,263,300,
Sugar,2/18/2025,225,240,
Egg,2/18/2025,28,30,
Katta (Imp),2/18/2025,1700,2500,
Sprat (Imp),2/18/2025,850,1200,
Banana (Sour),2/18/2025,100,220,
Papaw,2/18/2025,280,390,
Pineapple,2/18/2025,,490,
Apple (Imp),2/18/2025,,230,
Orange (Imp),2/18/2025,,250,
Samba,2/18/2025,250,240,
Nadu,2/18/2025,240,230,no
Kekulu (White),2/18/2025,218,220,
Kekulu (Red),2/18/2025,218,220,
Ponni Samba (Imp),2/18/2025,228,230,
Nadu,2/18/2025,215,220,no
Kekulu (White) (Imp),2/18/2025,208,,
Kelawalla,2/18/2025,900,1820,
Thalapath,2/18/2025,1500,2060,
Balaya,2/18/2025,550,800,
Paraw,2/18/2025,1000,1300,
Salaya,2/18/2025,250,400,
Hurulla,2/18/2025,900,,
Linna,2/18/2025,700,880,
Beans,2/17/2025,350,560,
Carrot,2/17/2025,800,1100,
Cabbage,2/17/2025,300,480,
Tomato,2/17/2025,120,360,
Brinjal,2/17/2025,500,700,
Pumpkin,2/17/2025,160,200,
Snake gourd,2/17/2025,200,400,
Green Chilli,2/17/2025,1400,1800,
Lime,2/17/2025,100,400,
Red Onion (Local),2/17/2025,,,
Red Onion (lmp),2/17/2025,340,580,
Big Onion (Local),2/17/2025,,,
Big Onion (Imp),2/17/2025,138,220,
Potato (Local),2/17/2025,375,380,
Potato (Imp),2/17/2025,153,200,
Dried Chilli (Imp),2/17/2025,650,800,
Coconut,2/17/2025,195,200,
Coconut oil,2/17/2025,752,824,
Red Dhal,2/17/2025,263,300,
Sugar,2/17/2025,224,240,
Egg,2/17/2025,30,30,
Katta (Imp),2/17/2025,1700,2500,
Sprat (Imp),2/17/2025,850,1200,
Banana (Sour),2/17/2025,100,220,
Papaw,2/17/2025,280,390,
Pineapple,2/17/2025,,420,
Apple (Imp),2/17/2025,,230,
Orange (Imp),2/17/2025,,250,
Samba,2/17/2025,250,240,
Nadu,2/17/2025,240,230,no
Kekulu (White),2/17/2025,218,220,
Kekulu (Red),2/17/2025,218,220,
Ponni Samba (Imp),2/17/2025,228,230,
Nadu,2/17/2025,215,220,no
Kekulu (White) (Imp),2/17/2025,208,,
Kelawalla,2/17/2025,900,1820,
Thalapath,2/17/2025,1600,2060,
Balaya,2/17/2025,500,800,
Paraw,2/17/2025,1000,1200,
Salaya,2/17/2025,250,380,
Hurulla,2/17/2025,,,
Linna,2/17/2025,660,840,
Beans,2/14/2025,300,600,
Carrot,2/14/2025,600,900,
Cabbage,2/14/2025,300,400,
Tomato,2/14/2025,150,360,
Brinjal,2/14/2025,550,800,
Pumpkin,2/14/2025,120,200,
Snake gourd,2/14/2025,250,400,
Green Chilli,2/14/2025,1500,2000,
Lime,2/14/2025,100,400,
Red Onion (Local),2/14/2025,,,
Red Onion (lmp),2/14/2025,340,580,
Big Onion (Local),2/14/2025,,,
Big Onion (Imp),2/14/2025,130,220,
Potato (Local),2/14/2025,375,360,
Potato (Imp),2/14/2025,160,200,
Dried Chilli (Imp),2/14/2025,650,800,
Coconut,2/14/2025,195,200,
Coconut oil,2/14/2025,749,806,
Red Dhal,2/14/2025,260,300,
Sugar,2/14/2025,224,230,
Egg,2/14/2025,30,35,
Katta (Imp),2/14/2025,1700,2500,
Sprat (Imp),2/14/2025,850,1200,
Banana (Sour),2/14/2025,100,220,
Papaw,2/14/2025,250,390,
Pineapple,2/14/2025,,420,
Apple (Imp),2/14/2025,,230,
Orange (Imp),2/14/2025,,250,
Samba,2/14/2025,250,240,
Nadu,2/14/2025,240,230,no
Kekulu (White),2/14/2025,218,220,
Kekulu (Red),2/14/2025,218,220,
Ponni Samba (Imp),2/14/2025,228,230,
Nadu,2/14/2025,215,220,no
Kekulu (White) (Imp),2/14/2025,208,,
Kelawalla,2/14/2025,1000,1960,
Thalapath,2/14/2025,1600,2160,
Balaya,2/14/2025,600,880,
Paraw,2/14/2025,1000,1500,
Salaya,2/14/2025,250,440,
Hurulla,2/14/2025,1000,,
Linna,2/14/2025,700,880,
Item,2/13/2025,,,
Beans,2/13/2025,350,600,
Carrot,2/13/2025,650,900,
Cabbage,2/13/2025,280,400,
Tomato,2/13/2025,200,360,
Brinjal,2/13/2025,550,800,
Pumpkin,2/13/2025,120,200,
Snake gourd,2/13/2025,250,400,
Green Chilli,2/13/2025,1300,2000,
Lime,2/13/2025,100,400,
Red Onion (Local),2/13/2025,,,
Red Onion (lmp),2/13/2025,340,580,
Big Onion (Local),2/13/2025,,,
Big Onion (Imp),2/13/2025,130,220,
Potato (Local),2/13/2025,375,360,
Potato (Imp),2/13/2025,160,200,
Dried Chilli (Imp),2/13/2025,675,800,
Coconut,2/13/2025,195,200,
Coconut oil,2/13/2025,747,806,
Red Dhal,2/13/2025,260,300,
Sugar,2/13/2025,224,230,
Egg,2/13/2025,32,35,
Katta (Imp),2/13/2025,1700,2500,
Sprat (Imp),2/13/2025,850,1200,
Banana (Sour),2/13/2025,100,220,
Papaw,2/13/2025,200,260,
Pineapple,2/13/2025,,420,
Apple (Imp),2/13/2025,,230,
Orange (Imp),2/13/2025,,250,
Samba,2/13/2025,250,240,
Nadu,2/13/2025,240,230,no
Kekulu (White),2/13/2025,218,220,
Kekulu (Red),2/13/2025,218,220,
Ponni Samba (Imp),2/13/2025,228,230,
Nadu,2/13/2025,215,220,no
Kekulu (White) (Imp),2/13/2025,208,,
Kelawalla,2/13/2025,1000,1960,
Thalapath,2/13/2025,1500,2160,
Balaya,2/13/2025,600,880,
Paraw,2/13/2025,1000,1500,
Salaya,2/13/2025,300,440,
Hurulla,2/13/2025,1000,1300,
Linna,2/13/2025,750,900,
Beans,2/11/2025,450,600,
Carrot,2/11/2025,700,900,
Cabbage,2/11/2025,250,400,
Tomato,2/11/2025,200,400,
Brinjal,2/11/2025,550,700,
Pumpkin,2/11/2025,120,200,
Snake gourd,2/11/2025,250,360,
Green Chilli,2/11/2025,1200,1600,
Lime,2/11/2025,100,400,
Red Onion (Local),2/11/2025,,,
Red Onion (lmp),2/11/2025,340,580,
Big Onion (Local),2/11/2025,,,
Big Onion (Imp),2/11/2025,120,220,
Potato (Local),2/11/2025,375,360,
Potato (Imp),2/11/2025,163,200,
Dried Chilli (Imp),2/11/2025,675,800,
Coconut,2/11/2025,190,200,
Coconut oil,2/11/2025,747,806,
Red Dhal,2/11/2025,263,300,
Sugar,2/11/2025,224,230,
Egg,2/11/2025,32,35,
Katta (Imp),2/11/2025,1700,2500,
Sprat (Imp),2/11/2025,850,1200,
Banana (Sour),2/11/2025,120,220,
Papaw,2/11/2025,200,260,
Pineapple,2/11/2025,,420,
Apple (Imp),2/11/2025,,230,
Orange (Imp),2/11/2025,,250,
Samba,2/11/2025,250,240,
Nadu,2/11/2025,240,230,no
Kekulu (White),2/11/2025,220,220,
Kekulu (Red),2/11/2025,220,220,
Ponni Samba (Imp),2/11/2025,228,,
Nadu,2/11/2025,215,,no
Kekulu (White) (Imp),2/11/2025,208,,
Kelawalla,2/11/2025,1100,1960,
Thalapath,2/11/2025,1400,2160,
Balaya,2/11/2025,650,840,
Paraw,2/11/2025,1000,1400,
Salaya,2/11/2025,300,440,
Hurulla,2/11/2025,1000,1020,
Linna,2/11/2025,650,820,
Beans,2/10/2025,400,600,
Carrot,2/10/2025,650,800,
Cabbage,2/10/2025,250,360,
Tomato,2/10/2025,150,380,
Brinjal,2/10/2025,550,600,
Pumpkin,2/10/2025,120,200,
Snake gourd,2/10/2025,250,400,
Green Chilli,2/10/2025,1000,1600,
Lime,2/10/2025,120,400,
Red Onion (Local),2/10/2025,,,
Red Onion (lmp),2/10/2025,368,580,
Big Onion (Local),2/10/2025,,,
Big Onion (Imp),2/10/2025,115,220,
Potato (Local),2/10/2025,375,360,
Potato (Imp),2/10/2025,163,200,
Dried Chilli (Imp),2/10/2025,675,800,
Coconut,2/10/2025,190,200,
Coconut oil,2/10/2025,742,806,
Red Dhal,2/10/2025,265,300,
Sugar,2/10/2025,225,230,
Egg,2/10/2025,32,35,
Katta (Imp),2/10/2025,1700,2500,
Sprat (Imp),2/10/2025,850,1200,
Banana (Sour),2/10/2025,120,220,
Papaw,2/10/2025,120,260,
Pineapple,2/10/2025,,420,
Apple (Imp),2/10/2025,,230,
Orange (Imp),2/10/2025,,250,
Samba,2/10/2025,250,240,
Nadu,2/10/2025,240,230,no
Kekulu (White),2/10/2025,220,220,
Kekulu (Red),2/10/2025,220,220,
Ponni Samba (Imp),2/10/2025,228,,
Nadu,2/10/2025,215,,no
Kekulu (White) (Imp),2/10/2025,208,,
Kelawalla,2/10/2025,1000,1820,
Thalapath,2/10/2025,1600,2160,
Balaya,2/10/2025,550,920,
Paraw,2/10/2025,,1400,
Salaya,2/10/2025,300,440,
Hurulla,2/10/2025,,1020,
Linna,2/10/2025,630,840,
Beans,2/7/2025,450,600,
Carrot,2/7/2025,500,560,
Cabbage,2/7/2025,200,360,
Tomato,2/7/2025,200,400,
Brinjal,2/7/2025,400,600,
Pumpkin,2/7/2025,120,200,
Snake gourd,2/7/2025,220,400,
Green Chilli,2/7/2025,1200,1600,
Lime,2/7/2025,120,400,
Red Onion (Local),2/7/2025,,,
Red Onion (lmp),2/7/2025,386,580,
Big Onion (Local),2/7/2025,,,
Big Onion (Imp),2/7/2025,126,220,
Potato (Local),2/7/2025,330,520,
Potato (Imp),2/7/2025,153,200,
Dried Chilli (Imp),2/7/2025,675,850,
Coconut,2/7/2025,190,200,
Coconut oil,2/7/2025,742,806,
Red Dhal,2/7/2025,268,300,
Sugar,2/7/2025,225,240,
Egg,2/7/2025,32,35,
Katta (Imp),2/7/2025,1700,2500,
Sprat (Imp),2/7/2025,850,1200,
Banana (Sour),2/7/2025,120,220,
Papaw,2/7/2025,120,260,
Pineapple,2/7/2025,,400,
Apple (Imp),2/7/2025,,230,
Orange (Imp),2/7/2025,,250,
Samba,2/7/2025,250,240,
Nadu,2/7/2025,240,230,no
Kekulu (White),2/7/2025,220,,
Kekulu (Red),2/7/2025,220,,
Ponni Samba (Imp),2/7/2025,228,230,
Nadu,2/7/2025,218,220,no
Kekulu (White) (Imp),2/7/2025,208,,
Kelawalla,2/7/2025,900,1820,
Thalapath,2/7/2025,1600,2160,
Balaya,2/7/2025,500,960,
Paraw,2/7/2025,1000,,
Salaya,2/7/2025,250,460,
Hurulla,2/7/2025,600,1280,
Linna,2/7/2025,620,820,
Beans,2/6/2025,450,600,
Carrot,2/6/2025,450,600,
Cabbage,2/6/2025,200,360,
Tomato,2/6/2025,200,400,
Brinjal,2/6/2025,400,600,
Pumpkin,2/6/2025,120,200,
Snake gourd,2/6/2025,200,400,
Green Chilli,2/6/2025,1200,1400,
Lime,2/6/2025,120,400,
Red Onion (Local),2/6/2025,,,
Red Onion (lmp),2/6/2025,420,580,
Big Onion (Local),2/6/2025,,,
Big Onion (Imp),2/6/2025,125,220,
Potato (Local),2/6/2025,347,520,
Potato (Imp),2/6/2025,140,200,
Dried Chilli (Imp),2/6/2025,650,850,
Coconut,2/6/2025,190,200,
Coconut oil,2/6/2025,742,806,
Red Dhal,2/6/2025,265,300,
Sugar,2/6/2025,224,240,
Egg,2/6/2025,32,35,
Katta (Imp),2/6/2025,1700,2500,
Sprat (Imp),2/6/2025,850,1200,
Banana (Sour),2/6/2025,120,220,
Papaw,2/6/2025,120,260,
Pineapple,2/6/2025,,400,
Apple (Imp),2/6/2025,,230,
Orange (Imp),2/6/2025,,250,
Samba,2/6/2025,,240,
Nadu,2/6/2025,,230,no
Kekulu (White),2/6/2025,,,
Kekulu (Red),2/6/2025,,,
Ponni Samba (Imp),2/6/2025,228,230,
Nadu,2/6/2025,218,220,no
Kekulu (White) (Imp),2/6/2025,210,,
Kelawalla,2/6/2025,1000,1820,
Thalapath,2/6/2025,1700,2160,
Balaya,2/6/2025,650,960,
Paraw,2/6/2025,1100,1800,
Salaya,2/6/2025,300,460,
Hurulla,2/6/2025,1000,1280,
Linna,2/6/2025,650,820,
Item,2/5/2025,,,
Beans,2/5/2025,400,600,
Carrot,2/5/2025,450,600,
Cabbage,2/5/2025,200,360,
Tomato,2/5/2025,200,400,
Brinjal,2/5/2025,300,600,
Pumpkin,2/5/2025,120,200,
Snake gourd,2/5/2025,200,360,
Green Chilli,2/5/2025,1000,1600,
Lime,2/5/2025,120,400,
Red Onion (Local),2/5/2025,,,
Red Onion (lmp),2/5/2025,500,580,
Big Onion (Local),2/5/2025,,,
Big Onion (Imp),2/5/2025,135,220,
Potato (Local),2/5/2025,375,520,
Potato (Imp),2/5/2025,150,200,
Dried Chilli (Imp),2/5/2025,650,850,
Coconut,2/5/2025,190,200,
Coconut oil,2/5/2025,742,806,
Red Dhal,2/5/2025,265,300,
Sugar,2/5/2025,224,240,
Egg,2/5/2025,32,35,
Katta (Imp),2/5/2025,1700,2500,
Sprat (Imp),2/5/2025,850,1200,
Banana (Sour),2/5/2025,120,220,
Papaw,2/5/2025,120,260,
Pineapple,2/5/2025,,400,
Apple (Imp),2/5/2025,,230,
Orange (Imp),2/5/2025,,250,
Samba,2/5/2025,,240,
Nadu,2/5/2025,,230,no
Kekulu (White),2/5/2025,,,
Kekulu (Red),2/5/2025,,,
Ponni Samba (Imp),2/5/2025,228,230,
Nadu,2/5/2025,218,220,no
Kekulu (White) (Imp),2/5/2025,210,,
Kelawalla,2/5/2025,1000,2100,
Thalapath,2/5/2025,1700,2280,
Balaya,2/5/2025,700,980,
Paraw,2/5/2025,1000,1300,
Salaya,2/5/2025,280,460,
Hurulla,2/5/2025,750,940,
Linna,2/5/2025,600,800,
Beans,2/3/2025,500,600,
Carrot,2/3/2025,300,600,
Cabbage,2/3/2025,200,360,
Tomato,2/3/2025,250,400,
Brinjal,2/3/2025,300,480,
Pumpkin,2/3/2025,120,180,
